HouseDescription,Address,Cost
"For Sale Residential Farm 2,000 sqm. ","Porac, Pampanga",₱ 10.0 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 579,800"
For Sale Residential 100 sqm. ,"Pililla, Rizal","₱ 579,800"
For Sale Residential Farm 565 sqm. ,"Tagaytay, Cavite",₱ 3.11 million
For Sale Residential Farm 260 sqm. ,"Amadeo, Cavite",₱ 1.69 million
"For Sale Residential Farm 1,288 sqm. ","Lipa, Batangas",₱ 11.7 million
"For Sale Residential Farm 59,378 sqm. ","San Jose del Monte, Bulacan",₱ 178 million
For Sale Residential Farm 800 sqm. ,"Tanay, Rizal",₱ 3.00 million
For Sale Residential 273 sqm. ,"Tiaong, Quezon",₱ 3.89 million
For Sale Agricultural Farm 750 sqm. ,"Calamba, Laguna",₱ 5.48 million
"For Sale Agricultural Farm 40,700 sqm. ","Lupao, Nueva Ecija",₱ 36.6 million
"For Sale Residential Farm 10,268 sqm. ","Sariaya, Quezon",₱ 8.50 million
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.29 million
"For Sale Agricultural Farm 28,000 sqm. ","Baras, Rizal",₱ 22.4 million
"For Sale Agricultural Farm 10,000 sqm. ","Bugallon, Pangasinan",₱ 1.40 million
"For Sale Residential Farm 23,000 sqm. ","Nasugbu, Batangas",₱ 5.50 million
"For Sale Agricultural Farm 27,628 sqm. ","Lipa, Batangas",₱ 69.1 million
"For Sale Raw Land 20,165 sqm. ","San Remigio, Cebu",₱ 20.0 million
"For Sale Agricultural Farm 4,880 sqm. ","Lipa, Batangas",₱ 24.5 million
For Sale Residential Farm 200 sqm. ,"Jalajala, Rizal","₱ 400,000"
"For Sale Agricultural Farm 75,000 sqm. ","Umingan, Pangasinan",₱ 9.75 million
For Sale Raw Land 500 sqm. ,"Jalajala, Rizal","₱ 650,000"
"For Sale Residential Farm 25,000 sqm. ","San Juan, Batangas",₱ 15.0 million
For Sale Residential Farm 500 sqm. ,"Cebu IT Park, Cebu City, Cebu","₱ 750,000"
For Sale Agro-Industrial Farm 500 sqm. ,"Indang, Cavite",₱ 2.90 million
"For Sale Residential 1,197 sqm. ","Silang, Cavite",₱ 10.8 million
"For Sale Agricultural Farm 1,001 sqm. ","Alfonso, Cavite",₱ 6.50 million
"For Sale Residential Farm 2,000 sqm. ","Calaca, Batangas",₱ 3.00 million
For Sale Residential Farm 565 sqm. ,"Tagaytay, Cavite",₱ 3.11 million
For Sale Residential Farm 170 sqm. ,"Alfonso, Cavite","₱ 935,000"
"For Sale Agricultural Farm 10,000 sqm. ","Cebu City, Cebu",₱ 3.50 million
"For Sale Agricultural Farm 8,224 sqm. ","General Emilio Aguinaldo, Cavite",₱ 9.87 million
"For Sale Residential Farm 59,378 sqm. ","San Jose del Monte, Bulacan",₱ 178 million
For Sale Residential 273 sqm. ,"Tiaong, Quezon",₱ 3.89 million
"For Sale Agricultural Farm 114,000 sqm. ","Calauan, Laguna",₱ 45.6 million
"For Sale Residential Farm 30,000 sqm. ","Saguday, Quirino",₱ 3.60 million
For Sale Residential Farm 300 sqm. ,"Magallanes, Cavite",₱ 1.05 million
For Sale Agricultural Farm 948 sqm. ,"Tiaong, Quezon","₱ 850,000"
"For Sale Residential Farm 21,000 sqm. ","Commonwealth, Quezon City / QC, Metro Manila",₱ 17.0 million
For Sale Residential Farm 450 sqm. ,"Santa Barbara, Pangasinan",₱ 1.58 million
"For Sale Agricultural Farm 40,700 sqm. ","Lupao, Nueva Ecija",₱ 36.6 million
"For Sale Agricultural Farm 30,000 sqm. ","Liliw, Laguna",₱ 9.90 million
For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",₱ 2.75 million
"For Sale Residential Farm 24,000 sqm. ","Dolores, Quezon",₱ 14.4 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
For Sale Residential Farm 250 sqm. ,"Tagaytay, Cavite",₱ 2.26 million
"For Sale Residential Farm 2,025 sqm. ","Santo Tomas, Batangas",₱ 2.50 million
"For Sale Residential Farm 67,000 sqm. ","Kalayaan, Laguna",₱ 27.0 million
"For Sale Agricultural Farm 14,883 sqm. ","Palauig, Zambales",₱ 12.0 million
For Sale Residential Farm 917 sqm. ,"San Pablo, Laguna",₱ 3.00 million
"For Sale Agricultural Farm 45,451 sqm. ","San Manuel, Tarlac",₱ 159 million
"For Sale Residential Farm 5,000 sqm. ","Indang, Cavite",₱ 9.50 million
For Sale Residential Farm 88 sqm. ,"General Trias, Cavite",₱ 3.50 million
For Sale Residential Farm 293 sqm. ,"San Juan, Batangas",₱ 4.86 million
"For Sale Residential Farm 25,000 sqm. ","Dolores, Quezon",₱ 18.0 million
"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",₱ 2.00 million
"For Sale Residential Farm 1,687 sqm. ","Mangaldan, Pangasinan",₱ 6.70 million
"For Sale Residential Farm 19,697 sqm. ","Magallanes, Cavite",₱ 51.2 million
"For Sale Residential Farm 9,330 sqm. ","Batangas City, Batangas",₱ 13.0 million
"For Sale Agricultural Farm 1,000 sqm. ","Balungao, Pangasinan",₱ 3.50 million
For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",₱ 2.25 million
"For Sale Agricultural Farm 2,100 sqm. ","Indang, Cavite",₱ 7.35 million
"For Sale Agricultural Farm 68,000 sqm. ","Calauag, Quezon",₱ 6.80 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 300,000"
"For Sale Others 2,826 sqm. ","Santa Barbara, Pangasinan",₱ 1.98 million
"For Sale Residential Farm 30,000 sqm. ","Saguday, Quirino",₱ 3.60 million
"For Sale Agricultural Farm 10,000 sqm. ","Bugallon, Pangasinan",₱ 1.40 million
"For Sale Agricultural Farm 9,139 sqm. ","Sariaya, Quezon",₱ 11.0 million
"For Sale Residential Farm 1,687 sqm. ","Mangaldan, Pangasinan",₱ 6.70 million
"For Sale Residential Farm 13,969 sqm. ","General Tinio (Papaya), Nueva Ecija",₱ 7.30 million
For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal","₱ 750,000"
"For Sale Residential Farm 21,000 sqm. ","Commonwealth, Quezon City / QC, Metro Manila",₱ 17.0 million
"For Sale Residential Farm 5,000 sqm. ","Indang, Cavite",₱ 9.50 million
For Sale Residential Farm 88 sqm. ,"General Trias, Cavite",₱ 3.50 million
For Sale Residential Farm 500 sqm. ,"Amadeo, Cavite",₱ 2.75 million
"For Sale Residential Farm 1,000 sqm. ","Indang, Cavite",₱ 2.00 million
"For Sale Agro-Industrial Farm 36,000 sqm. ","Labrador, Pangasinan",₱ 62.0 million
"For Sale Residential Farm 19,697 sqm. ","Magallanes, Cavite",₱ 51.2 million
"For Sale Others 170,000 sqm. ","Calapan, Oriental Mindoro",₱ 19.0 million
"For Sale Agricultural Farm 1,000 sqm. ","Balungao, Pangasinan",₱ 3.50 million
"For Sale Agricultural Farm 12,395 sqm. ","Magalang, Pampanga",₱ 37.2 million
"For Sale Agricultural Farm 170,000 sqm. ","Calapan, Oriental Mindoro",₱ 50.0 million
"For Sale Agricultural Farm 10,000 sqm. ","Tuy, Batangas",₱ 5.00 million
For Sale Residential Farm 500 sqm. ,"Indang, Cavite",₱ 1.25 million
"For Sale Agricultural Farm 314,909 sqm. ","Iba, Zambales",₱ 220 million
"For Sale Residential Farm 19,971 sqm. ","San Jose del Monte, Bulacan",₱ 59.9 million
"For Sale Agricultural Farm 4,979 sqm. ","Amadeo, Cavite",₱ 12.4 million
For Sale Residential Farm 753 sqm. ,"Manolo Fortich, Bukidnon",₱ 4.45 million
"For Sale Agricultural Farm 314,909 sqm. ","Iba, Zambales",₱ 220 million
"For Sale Agricultural Farm 170,000 sqm. ","Calapan, Oriental Mindoro",₱ 50.0 million
"For Sale Agricultural Farm 3,660 sqm. ","Amadeo, Cavite",₱ 9.15 million
"For Sale Agricultural Farm 30,000 sqm. ","Lipa, Batangas",₱ 27.0 million
"For Sale Agricultural Farm 1,000 sqm. ","Tiaong, Quezon",₱ 1.30 million
For Sale Agricultural Farm 360 sqm. ,"Trece Martires, Cavite",₱ 2.88 million
"For Sale Agricultural Farm 18,000 sqm. ","Magdalena, Laguna",₱ 27.0 million
"For Sale Agricultural Farm 9,607 sqm. ","Alaminos, Pangasinan",₱ 5.50 million
"For Sale Residential Farm 4,685 sqm. ","Victoria, Laguna",₱ 16.0 million
For Sale Residential Farm 450 sqm. ,"Alfonso, Cavite",₱ 1.71 million
"For Sale Agricultural Farm 2,732 sqm. ","San Juan, Batangas",₱ 6.00 million
For Sale Residential 430 sqm. ,"Magallanes, Cavite",₱ 1.29 million
"For Sale Agro-Industrial Farm 20,000 sqm. ","Villasis, Pangasinan",₱ 6.00 million
For Sale Residential Farm 200 sqm. ,"Maragondon, Cavite","₱ 900,000"
For Sale Residential Farm 300 sqm. ,"Teresa, Rizal",₱ 1.65 million
"For Sale Residential Farm 1,485 sqm. ","Tanza, Cavite",₱ 7.91 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.90 million
For Sale Residential Farm 500 sqm. ,"Tanay, Rizal",₱ 4.00 million
For Sale Residential 179 sqm. ,"San Luis, Batangas","₱ 572,800"
"For Sale Agricultural Farm 2,029 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 5.07 million
"For Sale Agricultural Farm 4,144 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 14.5 million
"For Sale Residential Farm 70,000 sqm. ","Calatagan, Batangas",₱ 21.0 million
"For Sale Agricultural Farm 25,308 sqm. ","San Miguel, Bulacan",₱ 22.8 million
"For Sale Residential Farm 1,000 sqm. ","Pililla, Rizal",₱ 2.30 million
For Sale Residential 500 sqm. ,"Indang, Cavite",₱ 2.50 million
For Sale Residential Farm 500 sqm. ,"Indang, Cavite",₱ 1.25 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 260,000"
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","₱ 400,000"
"For Sale Agricultural Farm 15,018 sqm. ","Apalit, Pampanga",₱ 15.0 million
"For Sale Residential Farm 10,264 sqm. ","San Pablo, Laguna",₱ 25.7 million
"For Sale Agricultural Farm 3,660 sqm. ","Amadeo, Cavite",₱ 9.15 million
For Sale Residential Farm 200 sqm. ,"Jalajala, Rizal","₱ 400,000"
"For Sale Agricultural Farm 2,418 sqm. ","Tagaytay, Cavite",₱ 12.1 million
"For Sale Residential Farm 10,000 sqm. ","Rosario, Batangas",₱ 7.00 million
"For Sale Agricultural Farm 16,400 sqm. ","Silang, Cavite",₱ 115 million
"For Sale Residential Farm 4,685 sqm. ","Victoria, Laguna",₱ 16.0 million
"For Sale Agricultural Farm 17,791 sqm. ","Tagaytay, Cavite",₱ 123 million
For Sale Residential Farm 500 sqm. ,"Silang, Cavite",₱ 3.00 million
"For Sale Agricultural Farm 10,000 sqm. ","Tanay, Rizal",₱ 15.0 million
For Sale Residential Farm 500 sqm. ,"Pililla, Rizal","₱ 750,000"
For Sale Residential Farm 902 sqm. ,"Pililla, Rizal",₱ 2.26 million
For Sale Residential Farm 100 sqm. ,"Doña Remedios Trinidad, Bulacan","₱ 270,000"
"For Sale Raw Land 119,885 sqm. ","Maragondon, Cavite",₱ 83.9 million
For Sale Residential Farm 948 sqm. ,"Tiaong, Quezon","₱ 806,000"
For Sale Residential Farm 500 sqm. ,"Silang, Cavite",₱ 3.00 million
"For Sale Agricultural Farm 132,461 sqm. ","Bustos, Bulacan",₱ 135 million
For Sale Residential Farm 948 sqm. ,"Tiaong, Quezon","₱ 850,000"
"For Sale Residential Farm 2,000 sqm. ","Amadeo, Cavite",₱ 10.5 million
For Sale Residential Farm 629 sqm. ,"Goa, Camarines Sur",₱ 4.00 million
For Sale Residential Farm 200 sqm. ,"Jalajala, Rizal","₱ 400,000"
"For Sale Agricultural Farm 18,500 sqm. ","Magalang, Pampanga",₱ 26.0 million
"For Sale Residential Farm 48,194 sqm. ","San Jose, Tarlac",₱ 18.3 million
For Sale Residential Farm 200 sqm. ,"Amadeo, Cavite",₱ 1.10 million
For Sale Residential Farm 948 sqm. ,"Tiaong, Quezon","₱ 806,000"
"For Sale Agricultural Farm 10,425 sqm. ","Bani, Pangasinan",₱ 2.60 million
"For Sale Agricultural Farm 13,000 sqm. ","Mexico, Pampanga",₱ 26.0 million
"For Sale Agricultural Farm 2,391,186 sqm. ","Santa Barbara, Pangasinan",₱ 717 million
"For Sale Agricultural Farm 160,000 sqm. ","Balungao, Pangasinan",₱ 28.8 million
"For Sale Agricultural Farm 3,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 12.8 million
For Sale Residential Farm 100 sqm. ,"Doña Remedios Trinidad, Bulacan","₱ 270,000"
For Sale Residential Farm 629 sqm. ,"Plaridel, Bulacan",₱ 2.52 million
For Sale Agricultural Farm 691 sqm. ,"Dolores, Quezon","₱ 830,000"
For Sale Residential Farm 200 sqm. ,"Alfonso, Cavite",₱ 2.00 million
"For Sale Residential Farm 50,000 sqm. ","Bacolor, Pampanga",₱ 60.0 million
"For Sale Agricultural Farm 1,000 sqm. ","Tabuelan, Cebu",₱ 1.00 million
"For Sale Residential Farm 1,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 3.60 million
"For Sale Agricultural Farm 31,387 sqm. ","Plaridel, Bulacan",₱ 80.0 million
For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal",₱ 1.05 million
"For Sale Residential Farm 50,000 sqm. ","Bacolor, Pampanga",₱ 60.0 million
"For Sale Residential Farm 1,200 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 3.60 million
"For Sale Agricultural Farm 31,387 sqm. ","Plaridel, Bulacan",₱ 80.0 million
For Sale Residential Farm 500 sqm. ,"Bagac, Bataan",₱ 1.80 million
For Sale Residential Farm 300 sqm. ,"Antipolo, Rizal",₱ 1.05 million
For Sale Residential 200 sqm. ,"Indang, Cavite",₱ 1.44 million
"For Sale Agro-Industrial Farm 22,231 sqm. ","San Rafael, Bulacan",₱ 66.1 million
"For Sale Agricultural Farm 15,000 sqm. ","Umingan, Pangasinan",₱ 3.50 million
"For Sale Residential 1,000 sqm. ","Amadeo, Cavite",₱ 4.50 million
"For Sale Agricultural Farm 18,000 sqm. ","Floridablanca, Pampanga",₱ 8.00 million
"For Sale Residential Farm 100,000 sqm. ","Calatagan, Batangas",₱ 30.0 million
"For Sale Agricultural Farm 14,000 sqm. ","Gumaca, Quezon",₱ 2.70 million
For Sale Residential Farm 150 sqm. ,"Indang, Cavite","₱ 525,000"
For Sale Residential Farm 300 sqm. ,"Quezon City / QC, Metro Manila",₱ 22.0 million
For Sale Residential Farm 200 sqm. ,"Carmen, Cebu","₱ 700,000"
"For Sale Residential Farm 1,000 sqm. ","Amadeo, Cavite",₱ 4.00 million
"For Sale Agricultural Farm 4,500 sqm. ","Batangas City, Batangas",₱ 18.0 million
"For Sale Agricultural Farm 17,000 sqm. ","Dipaculao, Aurora",₱ 1.70 million
"For Sale Agricultural Farm 493,233 sqm. ","San Miguel, Bulacan",₱ 173 million
For Sale Residential 200 sqm. ,"Silang, Cavite",₱ 2.00 million
"For Sale Agricultural Farm 1,200 sqm. ","Magallanes, Cavite",₱ 2.50 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 450,000"
"For Sale Agro-Industrial Farm 45,000 sqm. ","Laak (San Vicente), Davao de Oro (Compostela Valley)",₱ 7.00 million
For Sale Agricultural Farm 350 sqm. ,"Magallanes, Cavite","₱ 980,000"
"For Sale Residential Farm 20,000 sqm. ","Taysan, Batangas",₱ 11.0 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 450,000"
For Sale Residential Farm 300 sqm. ,"Quezon City / QC, Metro Manila",₱ 22.0 million
"For Sale Agro-Industrial Farm 45,000 sqm. ","Laak (San Vicente), Davao de Oro (Compostela Valley)",₱ 7.00 million
"For Sale Agricultural Farm 45,000 sqm. ","Daanbantayan, Cebu",₱ 18.0 million
"For Sale Residential Farm 2,000 sqm. ","Plaridel, Bulacan",₱ 7.00 million
"For Sale Residential Farm 2,600 sqm. ","Indang, Cavite",₱ 6.50 million
For Sale Residential Farm 188 sqm. ,"Silang, Cavite",₱ 1.22 million
For Sale Agricultural Farm 200 sqm. ,"Borbon, Cebu","₱ 250,000"
"For Sale Agricultural Farm 1,000 sqm. ","Indang, Cavite",₱ 4.00 million
"For Sale Residential Farm 10,500 sqm. ","Valencia (Luzurriaga), Negros Oriental",₱ 15.8 million
"For Sale Agro-Industrial Farm 10,000 sqm. ","Mendez (Mendez-Nuñez), Cavite",₱ 10.0 million
"For Sale Residential Farm 11,000 sqm. ","Rosario, Batangas",₱ 4.95 million
"For Sale Residential Farm 23,000 sqm. ","Indang, Cavite",₱ 18.4 million
For Sale Agricultural Farm 250 sqm. ,"Silang, Cavite",₱ 1.13 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 400,000"
"For Sale Agricultural Farm 200,000 sqm. ","San Jose, Tarlac",₱ 60.0 million
For Sale Residential Farm 300 sqm. ,"Magallanes, Cavite","₱ 840,000"
"For Sale Agricultural Farm 8,400 sqm. ","Dinalupihan, Bataan",₱ 9.20 million
"For Sale Residential 5,000 sqm. ","San Vicente, Palawan","₱ 475,000"
"For Sale Residential Farm 7,348 sqm. ","Iba, Zambales",₱ 8.00 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",₱ 1.85 million
"For Sale Residential Farm 50,000 sqm. ","Lian, Batangas",₱ 25.0 million
"For Sale Agricultural Farm 1,472 sqm. ","Baao, Camarines Sur",₱ 1.10 million
For Sale Residential Farm 500 sqm. ,"Magallanes, Cavite",â‚± 1.95 million
"For Sale Agricultural Farm 39,466 sqm. ","Iguig, Cagayan",â‚± 17.8 million
"For Sale Residential Farm 10,300 sqm. ","Silang, Cavite",â‚± 36.0 million
"For Sale Agricultural Farm 8,400 sqm. ","Dinalupihan, Bataan",â‚± 9.20 million
"For Sale Agricultural Farm 17,589 sqm. ","Rosario, La Union",â‚± 26.4 million
For Sale Agricultural Farm 300 sqm. ,"Jalajala, Rizal","â‚± 750,000"
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","â‚± 578,000"
For Sale Residential Farm 250 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite",â‚± 1.13 million
"For Sale Residential Farm 3,000 sqm. ","Puerto Princesa, Palawan",â‚± 4.50 million
For Sale Residential Farm 300 sqm. ,"Alfonso, Cavite",â‚± 1.38 million
For Sale Residential Farm 500 sqm. ,"Indang, Cavite",â‚± 1.60 million
"For Sale Agricultural Farm 1,004 sqm. ","Indang, Cavite",â‚± 2.80 million
"For Sale Others 245,000 sqm. ","Rosario, Batangas",â‚± 135 million
"For Sale Agricultural Farm 45,000 sqm. ","Santo Tomas, Davao del Norte",â‚± 2.50 million
"For Sale Residential Farm 43,000 sqm. ","Sagay, Negros Occidental",â‚± 38.7 million
"For Sale Residential Farm 110,000 sqm. ","Rosario, Batangas",â‚± 22.0 million
"For Sale Residential Farm 6,631 sqm. ","Calaca, Batangas",â‚± 4.64 million
"For Sale Residential Farm 50,000 sqm. ","Balayan, Batangas",â‚± 47.5 million
"For Sale Residential Farm 2,300 sqm. ","Antipolo, Rizal",â‚± 17.0 million
"For Sale Residential Farm 7,377 sqm. ","Daanbantayan, Cebu",â‚± 6.27 million
"For Sale Agricultural Farm 10,000 sqm. ","Plaridel, Bulacan",â‚± 150 million
For Sale Raw Land 500 sqm. ,"Plaridel, Bulacan",â‚± 4.25 million
For Sale Residential Farm 499 sqm. ,"Indang, Cavite",â‚± 1.92 million
For Sale Residential Farm 750 sqm. ,"Norzagaray, Bulacan","â‚± 300,000"
For Sale Residential Farm 750 sqm. ,"Norzagaray, Bulacan","â‚± 300,000"
"For Sale Residential Farm 50,000 sqm. ","Santo Tomas, Batangas",â‚± 100 million
"For Sale Residential Farm 1,269 sqm. ","Tanauan, Batangas",â‚± 1.90 million
For Sale Residential Farm 250 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite",â‚± 1.13 million
"For Sale Residential Farm 1,000 sqm. ","Alfonso, Cavite",â‚± 3.80 million
For Sale Residential Farm 207 sqm. ,"Pililla, Rizal","â‚± 414,000"
For Sale Residential Farm 228 sqm. ,"Indang, Cavite",â‚± 1.14 million
For Sale Residential Farm 500 sqm. ,"Alfonso, Cavite",â‚± 2.25 million
"For Sale Agricultural Farm 170,000 sqm. ","San Juan, Batangas",â‚± 34.0 million
For Sale Residential Farm 100 sqm. ,"Teresa, Rizal","â‚± 400,000"
"For Sale Residential Farm 1,350 sqm. ","Angono, Rizal",â‚± 12.2 million
For Sale Residential Farm 192 sqm. ,"Mendez (Mendez-NuÃ±ez), Cavite",â‚± 1.44 million
"For Sale Agro-Industrial Farm 3,000 sqm. ","Guimba, Nueva Ecija",â‚± 20.4 million
"For Sale Agricultural Farm 45,000 sqm. ","Polomolok, South Cotabato",â‚± 5.00 million
"For Sale Raw Land 10,000 sqm. ","Alfonso, Cavite",â‚± 4.00 million
For Sale Residential Farm 200 sqm. ,"Norzagaray, Bulacan","â‚± 280,000"
"For Sale Agricultural Farm 15,000 sqm. ","Indang, Cavite",â‚± 30.0 million
"For Sale Residential Farm 1,000 sqm. ","Alfonso, Cavite",â‚± 3.50 million
For Sale Residential 150 sqm. ,"Baras, Rizal",â‚± 1.43 million
For Sale Residential Farm 100 sqm. ,"Tanay, Rizal","â‚± 650,000"
"For Sale Residential Farm 1,000 sqm. ","Amadeo, Cavite",â‚± 3.80 million
"For Sale Agricultural Farm 37,000 sqm. ","Tanauan, Batangas",â‚± 37.0 million
"For Sale Residential Farm 9,318 sqm. ","Paniqui, Tarlac",â‚± 12.0 million
For Sale Agricultural Farm 150 sqm. ,"San Isidro, Surigao del Norte",₱ 1.20 million
"For Sale Agricultural Farm 1,260 sqm. ","Lemery, Batangas",₱ 6.30 million
"For Sale Residential Farm 30,000 sqm. ","Cuyapo, Nueva Ecija",₱ 30.0 million
"For Sale Agricultural Farm 14,441 sqm. ","Sariaya, Quezon",₱ 2.89 million
For Sale Residential Farm 300 sqm. ,"Jalajala, Rizal","₱ 540,000"
For Sale Residential 120 sqm. ,"Lian, Batangas",₱ 1.32 million
For Sale Residential Farm 100 sqm. ,"Tarlac City, Tarlac","₱ 400,000"
For Sale Residential Farm 300 sqm. ,"Magallanes, Cavite","₱ 990,000"
For Sale Residential Farm 100 sqm. ,"Jalajala, Rizal","₱ 280,000"
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 1.05 million
"For Sale Commercial 1,324 sqm. ","Biñan, Laguna",₱ 90.0 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 825,000"
For Sale Residential 120 sqm. ,"Lian, Batangas",₱ 1.32 million
For Sale Residential 150 sqm. ,"Silang, Cavite",₱ 1.05 million
For Sale Residential 150 sqm. ,"San Rafael, Bulacan",₱ 1.68 million
For Sale Residential 100 sqm. ,"Silang, Cavite",₱ 3.05 million
For Sale Residential 288 sqm. ,"Tagaytay, Cavite",₱ 4.61 million
For Sale Residential 150 sqm. ,"Nuvali, Calamba, Laguna",₱ 5.85 million
For Sale Residential 252 sqm. ,"Tanay, Rizal",₱ 3.52 million
For Sale Residential 124 sqm. ,"Biñan, Laguna",₱ 2.78 million
For Sale Residential 240 sqm. ,"Trece Martires, Cavite",₱ 6.05 million
For Sale Residential 212 sqm. ,"San Jose del Monte, Bulacan",₱ 3.96 million
For Sale Residential 150 sqm. ,"Silang, Cavite","₱ 957,000"
For Sale Memorial Lot 30 sqm. ,"Padre Garcia, Batangas","₱ 80,000"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.43 million
For Sale Memorial Lot 30 sqm. ,"Padre Garcia, Batangas","₱ 80,000"
For Sale Residential 80 sqm. ,"Tanay, Rizal","₱ 360,000"
For Sale Residential 150 sqm. ,"San Pablo, Laguna",₱ 1.27 million
For Sale Residential 60 sqm. ,"Trece Martires, Cavite",₱ 1.63 million
For Sale Residential 110 sqm. ,"Mabalacat, Pampanga",₱ 2.28 million
"For Sale Residential Farm 1,000 sqm. ","Tiaong, Quezon","₱ 800,000"
For Sale Residential 200 sqm. ,"Bagac, Bataan",₱ 3.23 million
For Sale Residential 50 sqm. ,"Lapu-Lapu (Opon), Cebu","₱ 625,000"
For Sale Memorial Lot 3 sqm. ,"Dasmariñas, Cavite","₱ 64,200"
For Sale Residential 150 sqm. ,"Alfonso, Cavite","₱ 957,000"
For Sale Memorial Lot 2 sqm. ,"Antipolo, Rizal","₱ 60,000"
For Sale Residential 137 sqm. ,"Imus, Cavite",₱ 2.17 million
"For Sale Commercial 1,572 sqm. ","Tagbilaran, Bohol",₱ 12.5 million
For Sale Residential 146 sqm. ,"Pulilan, Bulacan",₱ 2.90 million
For Sale Residential 132 sqm. ,"Lipa, Batangas",₱ 3.07 million
For Sale Residential 258 sqm. ,"Mandaue, Cebu",₱ 8.78 million
For Sale Residential 155 sqm. ,"Dasmariñas, Cavite",₱ 1.20 million
For Sale Residential 128 sqm. ,"Nuvali, Santa Rosa, Laguna",₱ 4.75 million
For Sale Residential 225 sqm. ,"Silang, Cavite",₱ 7.55 million
For Sale Commercial 633 sqm. ,"San Pedro, Laguna",₱ 20.0 million
For Sale Residential 137 sqm. ,"Santa Maria, Bulacan",₱ 2.88 million
For Sale Residential 138 sqm. ,"San Jose del Monte, Bulacan",₱ 3.11 million
"For Sale Residential 2,914 sqm. ","Novaliches, Quezon City / QC, Metro Manila",₱ 28.0 million
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.43 million
"For Sale Agricultural Farm 4,500 sqm. ","Indang, Cavite",₱ 11.3 million
"For Sale Residential Farm 5,000 sqm. ","Rosario, Batangas",₱ 2.45 million
For Sale Residential Farm 200 sqm. ,"Mabini, Bohol","₱ 200,000"
For Sale Residential Farm 100 sqm. ,"Tuy, Batangas","₱ 510,000"
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 750,000"
For Sale Residential 350 sqm. ,"Magallanes, Cavite","₱ 980,000"
"For Sale Residential Farm 1,000 sqm. ","Tiaong, Quezon",₱ 1.20 million
For Sale Agricultural Farm 250 sqm. ,"Mendez (Mendez-Nuñez), Cavite",₱ 1.13 million
"For Sale Agricultural Farm 10,061 sqm. ","Abucay, Bataan",₱ 38.0 million
"For Sale Residential Farm 1,000 sqm. ","Alfonso, Cavite",₱ 5.50 million
For Sale Residential Farm 100 sqm. ,"Pililla, Rizal","₱ 450,000"
"For Sale Agricultural Farm 33,160 sqm. ","Concepcion, Tarlac",₱ 20.5 million
"For Sale Agricultural Farm 13,287 sqm. ","San Fernando, Camarines Sur",₱ 23.9 million
For Sale Residential Farm 200 sqm. ,"San Fernando, Romblon","₱ 500,000"
"For Sale Agro-Industrial Farm 200,000 sqm. ","Pura, Tarlac",₱ 800 million
"For Sale Agricultural Farm 430,000 sqm. ","Umingan, Pangasinan",₱ 36.0 million
For Sale Residential Farm 900 sqm. ,"Laurel, Batangas",₱ 1.35 million
"For Sale Agricultural Farm 40,780 sqm. ","Cabanatuan, Nueva Ecija",₱ 23.9 million
"For Sale Residential Farm 30,000 sqm. ","Rosario, La Union",₱ 35.0 million
For Sale Residential Farm 100 sqm. ,"Morong, Rizal","₱ 450,000"
For Sale Residential Farm 300 sqm. ,"Indang, Cavite",₱ 1.16 million
"For Sale Residential Farm 1,000 sqm. ","Tabuelan, Cebu",₱ 1.00 million
"For Sale Residential Farm 30,000 sqm. ","Cabucgayan, Biliran",₱ 2.20 million
For Sale Residential Farm 150 sqm. ,"Amadeo, Cavite","₱ 825,000"
"For Sale Residential Farm 30,000 sqm. ","Cabucgayan, Biliran",₱ 2.20 million
