Month,MilesMM
1965-07-25,11448.663122903947
1965-07-26,11442.987330896589
1965-07-27,11436.450989910862
1965-07-28,11429.054099946758
1965-07-29,11420.796661004284
1965-07-30,11411.678673083443
1965-07-31,11401.70013618423
1965-08-01,11391.0
1965-08-02,11379.161415450686
1965-08-03,11366.601231616356
1965-08-04,11353.180498803655
1965-08-05,11338.899217012584
1965-08-06,11323.757386243142
1965-08-07,11307.755006495327
1965-08-08,11290.892077769142
1965-08-09,11273.168600064586
1965-08-10,11254.584573381657
1965-08-11,11235.139997720356
1965-08-12,11214.834873080687
1965-08-13,11193.669199462645
1965-08-14,11171.642976866231
1965-08-15,11148.756205291447
1965-08-16,11125.00888473829
1965-08-17,11100.439712595673
1965-08-18,11075.280873197067
1965-08-19,11049.571063931387
1965-08-20,11023.31028479863
1965-08-21,10996.498535798795
1965-08-22,10969.135816931885
1965-08-23,10941.222128197898
1965-08-24,10912.757469596834
1965-08-25,10883.741841128693
1965-08-26,10854.175242793473
1965-08-27,10824.05767459118
1965-08-28,10793.38913652181
1965-08-29,10762.169628585361
1965-08-30,10730.399150781835
1965-08-31,10698.077703111234
1965-09-01,10665.0
1965-09-02,10631.7818981688
1965-09-03,10597.807540896973
1965-09-04,10563.282213758064
1965-09-05,10528.205916752078
1965-09-06,10492.578649879017
1965-09-07,10456.40041313888
1965-09-08,10419.671206531664
1965-09-09,10382.391030057373
1965-09-10,10344.559883716003
1965-09-11,10306.17776750756
1965-09-12,10267.244681432037
1965-09-13,10227.76062548944
1965-09-14,10187.725599679765
1965-09-15,10147.139604003012
1965-09-16,10106.002638459184
1965-09-17,10064.193772741279
1965-09-18,10021.592076542296
1965-09-19,9978.197549862238
1965-09-20,9934.010192701104
1965-09-21,9889.030005058892
1965-09-22,9843.256986935603
1965-09-23,9796.69113833124
1965-09-24,9749.332459245798
1965-09-25,9701.18094967928
1965-09-26,9652.236609631685
1965-09-27,9602.499439103014
1965-09-28,9551.969438093267
1965-09-29,9500.646606602442
1965-09-30,9448.53094463054
1965-10-01,9396.0
1965-10-02,9341.92112924351
1965-10-03,9287.426975828379
1965-10-04,9232.139991932172
1965-10-05,9176.060177554888
1965-10-06,9119.187532696527
1965-10-07,9061.522057357091
1965-10-08,9003.063751536576
1965-10-09,8943.812615234987
1965-10-10,8883.768648452318
1965-10-11,8822.931851188576
1965-10-12,8761.302223443756
1965-10-13,8698.87976521786
1965-10-14,8635.664476510887
1965-10-15,8571.656357322836
1965-10-16,8506.855407653711
1965-10-17,8441.691571292797
1965-10-18,8378.744510975825
1965-10-19,8318.444170492083
1965-10-20,8260.790549841573
1965-10-21,8205.783649024295
1965-10-22,8153.423468040248
1965-10-23,8103.710006889432
1965-10-24,8056.643265571847
1965-10-25,8012.223244087494
1965-10-26,7970.449942436372
1965-10-27,7931.3233606184795
1965-10-28,7894.843498633821
1965-10-29,7861.010356482392
1965-10-30,7829.823934164194
1965-10-31,7801.284231679227
1965-11-01,7775.0
1965-11-02,7752.144986208987
1965-11-03,7731.545443223715
1965-11-04,7713.592620071672
1965-11-05,7698.286516752862
1965-11-06,7685.627133267282
1965-11-07,7675.614469614933
1965-11-08,7668.248525795816
1965-11-09,7663.529301809931
1965-11-10,7661.456797657276
1965-11-11,7662.03101333785
1965-11-12,7665.251948851659
1965-11-13,7671.119604198697
1965-11-14,7679.633979378968
1965-11-15,7690.795074392468
1965-11-16,7704.6028892392005
1965-11-17,7719.740418775046
1965-11-18,7734.890657855884
1965-11-19,7750.053606481717
1965-11-20,7765.229264652543
1965-11-21,7780.417632368363
1965-11-22,7795.618709629179
1965-11-23,7810.832496434988
1965-11-24,7826.058992785791
1965-11-25,7841.298198681587
1965-11-26,7856.550114122378
1965-11-27,7871.814739108162
1965-11-28,7887.092073638942
1965-11-29,7902.382117714714
1965-11-30,7917.684871335478
1965-12-01,7933.0
1965-12-02,7948.328507211996
1965-12-03,7963.669389467744
1965-12-04,7979.0229812684875
1965-12-05,7994.389282614224
1965-12-06,8009.768293504954
1965-12-07,8025.160013940678
1965-12-08,8040.564443921397
1965-12-09,8055.98158344711
1965-12-10,8071.411432517818
1965-12-11,8086.853991133516
1965-12-12,8102.309259294212
1965-12-13,8117.7772369999
1965-12-14,8133.2579242505835
1965-12-15,8148.75132104626
1965-12-16,8164.25742738693
1965-12-17,8179.538379898199
1965-12-18,8193.166998333678
1965-12-19,8204.905419318971
1965-12-20,8214.753642854079
1965-12-21,8222.711668939
1965-12-22,8228.779497573738
1965-12-23,8232.957128758288
1965-12-24,8235.244562492653
1965-12-25,8235.641798776833
1965-12-26,8234.148837610825
1965-12-27,8230.765678994634
1965-12-28,8225.492322928256
1965-12-29,8218.328769411692
1965-12-30,8209.275018444943
1965-12-31,8198.331070028009
1966-01-01,8186.0
1966-01-02,8170.7725808435835
1966-01-03,8154.158040076091
1966-01-04,8135.653301858413
1966-01-05,8115.25836619055
1966-01-06,8092.973233072504
1966-01-07,8068.797902504268
1966-01-08,8042.732374485848
1966-01-09,8014.776649017242
1966-01-10,7984.930726098452
1966-01-11,7953.194605729475
1966-01-12,7919.568287910312
1966-01-13,7884.0517726409635
1966-01-14,7846.6450599214295
1966-01-15,7807.34814975171
1966-01-16,7766.161042131805
1966-01-17,7723.702329922524
1966-01-18,7683.683570288735
1966-01-19,7646.723356091249
1966-01-20,7612.8216873300635
1966-01-21,7581.978564005183
1966-01-22,7554.193986116602
1966-01-23,7529.467953664324
1966-01-24,7507.800466648349
1966-01-25,7489.191525068677
1966-01-26,7473.641128925304
1966-01-27,7461.149278218235
1966-01-28,7451.715972947468
1966-01-29,7445.341213113004
1966-01-30,7442.024998714842
1966-01-31,7441.76732975298
1966-02-01,7444.0
1966-02-02,7450.427628138165
1966-02-03,7459.345595485212
1966-02-04,7471.32210826856
1966-02-05,7486.357166488212
1966-02-06,7504.450770144162
1966-02-07,7525.602919236417
1966-02-08,7549.813613764974
1966-02-09,7577.082853729835
1966-02-10,7607.410639130994
1966-02-11,7640.796969968458
1966-02-12,7677.241846242225
1966-02-13,7716.745267952292
1966-02-14,7759.307235098662
1966-02-15,7804.927747681335
1966-02-16,7852.174233104436
1966-02-17,7899.614118772093
1966-02-18,7947.247404684306
1966-02-19,7995.074090841074
1966-02-20,8043.094177242402
1966-02-21,8091.307663888283
1966-02-22,8139.714550778721
1966-02-23,8188.314837913716
1966-02-24,8237.108525293264
1966-02-25,8286.095612917372
1966-02-26,8335.276100786032
1966-02-27,8384.649988899251
1966-02-28,8434.217277257025
1966-03-01,8484.0
1966-03-02,8533.932054706242
1966-03-03,8584.079543797685
1966-03-04,8634.420433133682
1966-03-05,8684.954722714238
1966-03-06,8735.682412539347
1966-03-07,8786.603502609014
1966-03-08,8837.717992923239
1966-03-09,8889.025883482018
1966-03-10,8940.527174285351
1966-03-11,8992.221865333244
1966-03-12,9044.10995662569
1966-03-13,9096.191448162694
1966-03-14,9148.466339944254
1966-03-15,9200.934631970369
1966-03-16,9253.59632424104
1966-03-17,9306.181636668407
1966-03-18,9357.071888725286
1966-03-19,9405.99730032382
1966-03-20,9452.957871464007
1966-03-21,9497.953602145844
1966-03-22,9540.984492369338
1966-03-23,9582.050542134482
1966-03-24,9621.15175144128
1966-03-25,9658.288120289732
1966-03-26,9693.459648679835
1966-03-27,9726.666336611592
1966-03-28,9757.908184085001
1966-03-29,9787.185191100065
1966-03-30,9814.497357656783
1966-03-31,9839.84468375515
1966-04-01,9864.0
1966-04-02,9884.644814576846
1966-04-03,9904.097619300173
1966-04-04,9921.585583565156
1966-04-05,9937.108707371786
1966-04-06,9950.666990720072
1966-04-07,9962.260433610012
1966-04-08,9971.889036041604
1966-04-09,9979.552798014849
1966-04-10,9985.251719529748
1966-04-11,9988.985800586297
1966-04-12,9990.755041184502
1966-04-13,9990.559441324358
1966-04-14,9988.399001005866
1966-04-15,9984.27372022903
1966-04-16,9978.183598993846
1966-04-17,9972.805221615312
1966-04-18,9970.815172408431
1966-04-19,9972.213451373196
1966-04-20,9977.000058509611
1966-04-21,9985.17499381768
1966-04-22,9996.738257297398
1966-04-23,10011.689848948765
1966-04-24,10030.029768771781
1966-04-25,10051.75801676645
1966-04-26,10076.874592932765
1966-04-27,10105.379497270731
1966-04-28,10137.272729780347
1966-04-29,10172.554290461616
1966-04-30,10211.224179314531
1966-05-01,10252.0
1966-05-02,10298.728941535317
1966-05-03,10347.563814903182
1966-05-04,10399.7870164427
1966-05-05,10455.398546153865
1966-05-06,10514.398404036683
1966-05-07,10576.78659009115
1966-05-08,10642.563104317267
1966-05-09,10711.727946715033
1966-05-10,10784.281117284449
1966-05-11,10860.222616025516
1966-05-12,10939.552442938233
1966-05-13,11022.2705980226
1966-05-14,11108.377081278617
1966-05-15,11197.871892706284
1966-05-16,11290.755032305602
1966-05-17,11386.030775337045
1966-05-18,11477.724773363478
1966-05-19,11564.841301645381
1966-05-20,11647.380360182755
1966-05-21,11725.341948975594
1966-05-22,11798.726068023901
1966-05-23,11867.532717327678
1966-05-24,11931.761896886925
1966-05-25,11991.413606701637
1966-05-26,12046.487846771819
1966-05-27,12096.984617097469
1966-05-28,12142.903917678586
1966-05-29,12184.245748515175
1966-05-30,12221.010109607227
1966-05-31,12253.197000954751
1966-06-01,12282.0
1966-06-02,12303.838374416202
1966-06-03,12322.29285653013
1966-06-04,12336.169868899528
1966-06-05,12345.469411524391
1966-06-06,12350.191484404724
1966-06-07,12350.336087540527
1966-06-08,12345.903220931796
1966-06-09,12336.892884578534
1966-06-10,12323.305078480738
1966-06-11,12305.139802638412
1966-06-12,12282.397057051556
1966-06-13,12255.076841720165
1966-06-14,12223.179156644244
1966-06-15,12186.704001823793
1966-06-16,12145.65137725881
1966-06-17,12102.940545603544
1966-06-18,12061.490769512242
1966-06-19,12021.30204898491
1966-06-20,11982.374384021541
1966-06-21,11944.70777462214
1966-06-22,11908.302220786707
1966-06-23,11873.15772251524
1966-06-24,11839.274279807738
1966-06-25,11806.651892664204
1966-06-26,11775.290561084636
1966-06-27,11745.190285069033
1966-06-28,11716.3510646174
1966-06-29,11688.77289972973
1966-06-30,11662.455790406026
1966-07-01,11637.0
1966-07-02,11613.604738450524
1966-07-03,11591.070795818721
1966-07-04,11569.797908750887
1966-07-05,11549.786077247016
1966-07-06,11531.03530130711
1966-07-07,11513.545580931175
1966-07-08,11497.316916119205
1966-07-09,11482.349306871201
1966-07-10,11468.642753187167
1966-07-11,11456.197255067093
1966-07-12,11445.012812510991
1966-07-13,11435.089425518854
1966-07-14,11426.427094090683
1966-07-15,11419.025818226479
1966-07-16,11412.88559792624
1966-07-17,11408.101673807352
1966-07-18,11405.24548957412
1966-07-19,11404.41228584392
1966-07-20,11405.602062616757
1966-07-21,11408.81481989263
1966-07-22,11414.050557671539
1966-07-23,11421.309275953481
1966-07-24,11430.590974738465
1966-07-25,11441.89565402648
1966-07-26,11455.223313817532
1966-07-27,11470.573954111624
1966-07-28,11487.947574908747
1966-07-29,11507.344176208906
1966-07-30,11528.763758012105
1966-07-31,11552.206320318337
1966-08-01,11577.0
1966-08-02,11605.160386439911
1966-08-03,11634.671890255251
1966-08-04,11666.206374573627
1966-08-05,11699.76383939504
1966-08-06,11735.344284719491
1966-08-07,11772.947710546974
1966-08-08,11812.574116877495
1966-08-09,11854.223503711053
1966-08-10,11897.895871047644
1966-08-11,11943.591218887272
1966-08-12,11991.30954722994
1966-08-13,12041.05085607564
1966-08-14,12092.815145424378
1966-08-15,12146.60241527615
1966-08-16,12202.41266563096
1966-08-17,12259.252537322789
1966-08-18,12311.161875355565
1966-08-19,12357.147320563276
1966-08-20,12397.208872945916
1966-08-21,12431.346532503492
1966-08-22,12459.560299235996
1966-08-23,12481.850173143437
1966-08-24,12498.216154225809
1966-08-25,12508.65824248311
1966-08-26,12513.176437915345
1966-08-27,12511.770740522512
1966-08-28,12504.441150304612
1966-08-29,12491.187667261645
1966-08-30,12472.01029139361
1966-08-31,12446.909022700505
1966-09-01,12417.0
1966-09-02,12378.934806839092
1966-09-03,12336.061859670788
1966-09-04,12287.265019677414
1966-09-05,12232.54428685897
1966-09-06,12171.899661215462
1966-09-07,12105.331142746883
1966-09-08,12032.838731453237
1966-09-09,11954.422427334524
1966-09-10,11870.082230390743
1966-09-11,11779.818140621892
1966-09-12,11683.630158027976
1966-09-13,11581.518282608991
1966-09-14,11473.48251436494
1966-09-15,11359.52285329582
1966-09-16,11239.639299401633
1966-09-17,11117.862685388956
1966-09-18,10998.22384396437
1966-09-19,10880.722775127872
1966-09-20,10765.359478879462
1966-09-21,10652.133955219142
1966-09-22,10541.046204146915
1966-09-23,10432.096225662775
1966-09-24,10325.284019766725
1966-09-25,10220.609586458764
1966-09-26,10118.072925738892
1966-09-27,10017.67403760711
1966-09-28,9919.412922063419
1966-09-29,9823.289579107815
1966-09-30,9729.304008740302
1966-10-01,9637.0
1966-10-02,9547.746185769543
1966-10-03,9460.173933166298
1966-10-04,9374.739453151145
1966-10-05,9291.442745724078
1966-10-06,9210.283810885101
1966-10-07,9131.262648634216
1966-10-08,9054.379258971418
1966-10-09,8979.633641896711
1966-10-10,8907.025797410091
1966-10-11,8836.555725511562
1966-10-12,8768.223426201124
1966-10-13,8702.028899478773
1966-10-14,8637.972145344513
1966-10-15,8576.053163798342
1966-10-16,8516.271954840262
1966-10-17,8458.882507321612
1966-10-18,8405.408754350434
1966-10-19,8356.10468477807
1966-10-20,8310.970298604525
1966-10-21,8270.005595829794
1966-10-22,8233.210576453876
1966-10-23,8200.585240476776
1966-10-24,8172.129587898488
1966-10-25,8147.843618719016
1966-10-26,8127.727332938361
1966-10-27,8111.780730556518
1966-10-28,8100.0038115734915
1966-10-29,8092.396575989282
1966-10-30,8088.959023803884
1966-10-31,8089.691155017303
1966-11-01,8094.0
1966-11-02,8103.664467640585
1966-11-03,8116.905649050449
1966-11-04,8134.3165138591285
1966-11-05,8155.897062066621
1966-11-06,8181.647293672931
1966-11-07,8211.567208678054
1966-11-08,8245.656807081992
1966-11-09,8283.916088884747
1966-11-10,8326.345054086316
1966-11-11,8372.943702686698
1966-11-12,8423.712034685897
1966-11-13,8478.650050083912
1966-11-14,8537.75774888074
1966-11-15,8601.035131076384
1966-11-16,8668.482196670844
1966-11-17,8736.092944580783
1966-11-18,8799.861373722872
1966-11-19,8859.787484097107
1966-11-20,8915.871275703492
1966-11-21,8968.112748542022
1966-11-22,9016.511902612701
1966-11-23,9061.068737915528
1966-11-24,9101.783254450504
1966-11-25,9138.655452217625
1966-11-26,9171.685331216895
1966-11-27,9200.872891448313
1966-11-28,9226.21813291188
1966-11-29,9247.721055607593
1966-11-30,9265.381659535453
1966-12-01,9280.0
1966-12-02,9289.175911087621
1966-12-03,9295.309558711924
1966-12-04,9297.600887568378
1966-12-05,9296.049897656976
1966-12-06,9290.656588977727
1966-12-07,9281.42096153062
1966-12-08,9268.343015315664
1966-12-09,9251.422750332857
1966-12-10,9230.660166582196
1966-12-11,9206.05526406368
1966-12-12,9177.608042777318
1966-12-13,9145.318502723097
1966-12-14,9109.18664390103
1966-12-15,9069.212466311108
1966-12-16,9025.395969953333
1966-12-17,8978.290948437447
1966-12-18,8931.220163421869
1966-12-19,8884.737408516341
1966-12-20,8838.84268372087
1966-12-21,8793.535989035441
1966-12-22,8748.817324460064
1966-12-23,8704.68668999474
1966-12-24,8661.144085639464
1966-12-25,8618.189511394237
1966-12-26,8575.822967259062
1966-12-27,8534.044453233937
1966-12-28,8492.853969318861
1966-12-29,8452.251515513837
1966-12-30,8412.23709181886
1966-12-31,8372.810698233936
1967-01-01,8334.0
1967-01-02,8295.722001394237
1967-01-03,8258.059698139461
1967-01-04,8220.985424994735
1967-01-05,8184.499181960062
1967-01-06,8148.600969035438
1967-01-07,8113.290786220863
1967-01-08,8078.568633516338
1967-01-09,8044.434510921865
1967-01-10,8010.888418437442
1967-01-11,7977.930356063067
1967-01-12,7945.560323798743
1967-01-13,7913.778321644469
1967-01-14,7882.584349600245
1967-01-15,7851.978407666071
1967-01-16,7821.960495841949
1967-01-17,7793.028436563003
1967-01-18,7768.169164440011
1967-01-19,7747.880501908102
1967-01-20,7732.162448967273
1967-01-21,7721.015005617527
1967-01-22,7714.438171858862
1967-01-23,7712.431947691279
1967-01-24,7714.996333114779
1967-01-25,7722.131328129361
1967-01-26,7733.836932735022
1967-01-27,7750.113146931766
1967-01-28,7770.959970719591
1967-01-29,7796.377404098499
1967-01-30,7826.365447068489
1967-01-31,7860.924099629559
1967-02-01,7899.0
1967-02-02,7943.753233524946
1967-02-03,7992.023714859263
1967-02-04,8044.864805784662
1967-02-05,8102.276506301142
1967-02-06,8164.258816408702
1967-02-07,8230.811736107345
1967-02-08,8301.935265397069
1967-02-09,8377.629404277879
1967-02-10,8457.894152749766
1967-02-11,8542.729510812736
1967-02-12,8632.13547846679
1967-02-13,8726.112055711921
1967-02-14,8824.659242548138
1967-02-15,8927.777038975435
1967-02-16,9031.085120688567
1967-02-17,9130.203163382284
1967-02-18,9225.131167056586
1967-02-19,9315.869131711477
1967-02-20,9402.417057346953
1967-02-21,9484.774943963015
1967-02-22,9562.94279155966
1967-02-23,9636.920600136897
1967-02-24,9706.708369694717
1967-02-25,9772.306100233127
1967-02-26,9833.713791752118
1967-02-27,9890.931444251697
1967-02-28,9943.95905773186
1967-03-01,9994.0
1967-03-02,10037.44416763395
1967-03-03,10077.901664055873
1967-03-04,10114.169121458383
1967-03-05,10146.246539841479
1967-03-06,10174.13391920516
1967-03-07,10197.831259549428
1967-03-08,10217.338560874285
1967-03-09,10232.655823179726
1967-03-10,10243.783046465753
1967-03-11,10250.720230732364
1967-03-12,10253.467375979564
1967-03-13,10252.024482207351
1967-03-14,10246.39154941572
1967-03-15,10236.56857760468
1967-03-16,10222.555566774221
1967-03-17,10205.028742674554
1967-03-18,10188.04545980686
1967-03-19,10172.281943921349
1967-03-20,10157.73819501802
1967-03-21,10144.414213096867
1967-03-22,10132.309998157894
1967-03-23,10121.4255502011
1967-03-24,10111.760869226486
1967-03-25,10103.315955234051
1967-03-26,10096.090808223797
1967-03-27,10090.085428195722
1967-03-28,10085.299815149825
1967-03-29,10081.73396908611
1967-03-30,10079.387890004575
1967-03-31,10078.261577905216
1967-04-01,10078.0
1967-04-02,10079.668254653037
1967-04-03,10082.201243500218
1967-04-04,10085.95399932958
1967-04-05,10090.926522141117
1967-04-06,10097.118811934837
1967-04-07,10104.530868710735
1967-04-08,10113.162692468813
1967-04-09,10123.01428320907
1967-04-10,10134.08564093151
1967-04-11,10146.376765636123
1967-04-12,10159.887657322919
1967-04-13,10174.618315991895
1967-04-14,10190.568741643048
1967-04-15,10207.738934276382
1967-04-16,10226.128893891897
1967-04-17,10246.41989709319
1967-04-18,10269.293220483863
1967-04-19,10294.748864063915
1967-04-20,10322.786827833348
1967-04-21,10353.407111792158
1967-04-22,10386.609715940354
1967-04-23,10422.394640277926
1967-04-24,10460.761884804875
1967-04-25,10501.711449521208
1967-04-26,10545.24333442692
1967-04-27,10591.35753952201
1967-04-28,10640.054064806483
1967-04-29,10691.332910280335
1967-04-30,10745.194075943564
1967-05-01,10801.0
1967-05-02,10860.663367838166
1967-05-03,10922.271494069535
1967-05-04,10986.461940490286
1967-05-05,11053.234707100415
1967-05-06,11122.589793899924
1967-05-07,11194.527200888817
1967-05-08,11269.046928067084
1967-05-09,11346.148975434733
1967-05-10,11425.833342991762
1967-05-11,11508.100030738171
1967-05-12,11592.949038673962
1967-05-13,11680.38036679913
1967-05-14,11770.394015113678
1967-05-15,11862.989983617605
1967-05-16,11958.168272310913
1967-05-17,12055.009830284816
1967-05-18,12148.000352086596
1967-05-19,12236.220786807471
1967-05-20,12319.671134447444
1967-05-21,12398.35139500651
1967-05-22,12472.261568484664
1967-05-23,12541.401654881918
1967-05-24,12605.771654198263
1967-05-25,12665.371566433701
1967-05-26,12720.201391588238
1967-05-27,12770.261129661863
1967-05-28,12815.550780654587
1967-05-29,12856.070344566402
1967-05-30,12891.819821397312
1967-05-31,12922.799211147316
1967-06-01,12950.0
1967-06-02,12970.447729404603
1967-06-03,12987.11685791189
1967-06-04,12999.015899338268
1967-06-05,13006.144853683742
1967-06-06,13008.503720948309
1967-06-07,13006.092501131972
1967-06-08,12998.911194234726
1967-06-09,12986.959800256578
1967-06-10,12970.238319197522
1967-06-11,12948.746751057555
1967-06-12,12922.485095836688
1967-06-13,12891.453353534915
1967-06-14,12855.651524152234
1967-06-15,12815.079607688647
1967-06-16,12769.737604144155
1967-06-17,12722.759537840644
1967-06-18,12677.279433099999
1967-06-19,12633.297289922224
1967-06-20,12590.813108307319
1967-06-21,12549.826888255278
1967-06-22,12510.338629766109
1967-06-23,12472.348332839805
1967-06-24,12435.85599747637
1967-06-25,12400.861623675804
1967-06-26,12367.365211438108
1967-06-27,12335.366760763276
1967-06-28,12304.866271651315
1967-06-29,12275.863744102222
1967-06-30,12248.359178115992
1967-07-01,12222.0
1967-07-02,12197.84393083215
1967-07-03,12174.83324953453
1967-07-04,12153.320529799777
1967-07-05,12133.30577162789
1967-07-06,12114.788975018875
1967-07-07,12097.770139972727
1967-07-08,12082.249266489449
1967-07-09,12068.226354569037
1967-07-10,12055.701404211493
1967-07-11,12044.674415416815
1967-07-12,12035.14538818501
1967-07-13,12027.11432251607
1967-07-14,12020.58121841
1967-07-15,12015.546075866798
1967-07-16,12012.008894886461
1967-07-17,12010.060844898142
1967-07-18,12010.248942476685
1967-07-19,12012.664357051244
1967-07-20,12017.307088621817
1967-07-21,12024.177137188399
1967-07-22,12033.274502750995
1967-07-23,12044.599185309602
1967-07-24,12058.151184864224
1967-07-25,12073.930501414856
1967-07-26,12091.9371349615
1967-07-27,12112.17108550416
1967-07-28,12134.632353042827
1967-07-29,12159.320937577508
1967-07-30,12186.236839108205
1967-07-31,12215.380057634913
1967-08-01,12246.0
1967-08-02,12280.348445676364
1967-08-03,12316.173615191106
1967-08-04,12354.226101701859
1967-08-05,12394.505905208629
1967-08-06,12437.013025711412
1967-08-07,12481.747463210202
1967-08-08,12528.709217705009
1967-08-09,12577.898289195826
1967-08-10,12629.314677682654
1967-08-11,12682.9583831655
1967-08-12,12738.829405644356
1967-08-13,12796.927745119221
1967-08-14,12857.2534015901
1967-08-15,12919.806375056993
1967-08-16,12984.586665519897
1967-08-17,13050.507651625905
1967-08-18,13111.04960525757
1967-08-19,13165.125905061986
1967-08-20,13212.73655103915
1967-08-21,13253.881543189063
1967-08-22,13288.560881511727
1967-08-23,13316.774566007141
1967-08-24,13338.522596675302
1967-08-25,13353.804973516213
1967-08-26,13362.621696529874
1967-08-27,13364.972765716282
1967-08-28,13360.85818107544
1967-08-29,13350.27794260735
1967-08-30,13333.232050312006
1967-08-31,13309.720504189414
1967-09-01,13281.0
1967-09-02,13243.30045046247
1967-09-03,13200.391942858127
1967-09-04,13151.017781426533
1967-09-05,13095.177966167685
1967-09-06,13032.872497081586
1967-09-07,12964.101374168238
1967-09-08,12888.864597427639
1967-09-09,12807.162166859789
1967-09-10,12718.994082464687
1967-09-11,12624.360344242337
1967-09-12,12523.260952192733
1967-09-13,12415.69590631588
1967-09-14,12301.665206611775
1967-09-15,12181.168853080424
1967-09-16,12054.206845721817
1967-09-17,11925.19122803398
1967-09-18,11798.534043514937
1967-09-19,11674.235292164683
1967-09-20,11552.294973983218
1967-09-21,11432.713088970546
1967-09-22,11315.489637126662
1967-09-23,11200.624618451573
1967-09-24,11088.11803294527
1967-09-25,10977.96988060776
1967-09-26,10870.18016143904
1967-09-27,10764.748875439109
1967-09-28,10661.676022607971
1967-09-29,10560.961602945623
1967-09-30,10462.605616452065
1967-10-01,10366.0
1967-10-02,10272.968942971322
1967-10-03,10181.688255984134
1967-10-04,10092.766002165741
1967-10-05,10006.202181516133
1967-10-06,9921.99679403532
1967-10-07,9840.149839723295
1967-10-08,9760.661318580062
1967-10-09,9683.531230605618
1967-10-10,9608.759575799968
1967-10-11,9536.346354163104
1967-10-12,9466.291565695037
1967-10-13,9398.595210395755
1967-10-14,9333.257288265264
1967-10-15,9270.277799303565
1967-10-16,9209.656743510657
1967-10-17,9151.571046520638
1967-10-18,9097.082262138085
1967-10-19,9046.367315997108
1967-10-20,8999.426208097697
1967-10-21,8956.258938439852
1967-10-22,8916.865507023578
1967-10-23,8881.245913848874
1967-10-24,8849.400158915736
1967-10-25,8821.32824222417
1967-10-26,8797.030163774172
1967-10-27,8776.50592356574
1967-10-28,8759.755521598878
1967-10-29,8746.778957873588
1967-10-30,8737.576232389863
1967-10-31,8732.14734514771
1967-11-01,8730.0
1967-11-02,8732.611085388107
1967-11-03,8738.503712870659
1967-11-04,8748.17017859478
1967-11-05,8761.610482560469
1967-11-06,8778.824624767727
1967-11-07,8799.812605216555
1967-11-08,8824.57442390695
1967-11-09,8853.110080838916
1967-11-10,8885.41957601245
1967-11-11,8921.50290942755
1967-11-12,8961.360081084222
1967-11-13,9004.991090982461
1967-11-14,9052.39593912227
1967-11-15,9103.57462550365
1967-11-16,9158.527150126596
1967-11-17,9213.597931047827
1967-11-18,9265.131386324058
1967-11-19,9313.12751595529
1967-11-20,9357.58631994152
1967-11-21,9398.507798282753
1967-11-22,9435.891950978985
1967-11-23,9469.738778030218
1967-11-24,9500.048279436449
1967-11-25,9526.820455197681
1967-11-26,9550.055305313916
1967-11-27,9569.752829785146
1967-11-28,9585.913028611381
1967-11-29,9598.535901792613
1967-11-30,9607.621449328844
1967-12-01,9614.0
1967-12-02,9615.180567466312
1967-12-03,9613.654138067546
1967-12-04,9608.59038302378
1967-12-05,9599.989302335014
1967-12-06,9587.850896001248
1967-12-07,9572.175164022483
1967-12-08,9552.962106398718
1967-12-09,9530.211723129953
1967-12-10,9503.924014216187
1967-12-11,9474.098979657421
1967-12-12,9440.736619453659
1967-12-13,9403.836933604893
1967-12-14,9363.399922111128
1967-12-15,9319.425584972365
1967-12-16,9271.9139221886
1967-12-17,9221.49810845425
1967-12-18,9171.977191935788
1967-12-19,9123.984347327632
1967-12-20,9077.51957462978
1967-12-21,9032.582873842226
1967-12-22,8989.17424496498
1967-12-23,8947.293687998033
1967-12-24,8906.941202941392
1967-12-25,8868.116789795055
1967-12-26,8830.820448559018
1967-12-27,8795.052179233286
1967-12-28,8760.811981817855
1967-12-29,8728.099856312729
1967-12-30,8696.915802717906
1967-12-31,8667.259821033389
1968-01-01,8639.0
1968-01-02,8612.532073395256
1968-01-03,8587.460307441646
1968-01-04,8563.916613398338
1968-01-05,8541.900991265335
1968-01-06,8521.413441042634
1968-01-07,8502.453962730235
1968-01-08,8485.022556328138
1968-01-09,8469.119221836347
1968-01-10,8454.74395925486
1968-01-11,8441.896768583674
1968-01-12,8430.577649822791
1968-01-13,8420.786602972214
1968-01-14,8412.523628031937
1968-01-15,8405.788725001963
1968-01-16,8400.581893882296
1968-01-17,8397.161073276156
1968-01-18,8397.073894802923
1968-01-19,8400.578297065824
1968-01-20,8407.674280064859
1968-01-21,8418.361843800029
1968-01-22,8432.640988271329
1968-01-23,8450.511713478765
1968-01-24,8471.974019422338
1968-01-25,8497.027906102041
1968-01-26,8525.673373517877
1968-01-27,8557.910421669849
1968-01-28,8593.739050557953
1968-01-29,8633.159260182192
1968-01-30,8676.171050542565
1968-01-31,8722.774421639071
1968-02-01,8772.0
1968-02-02,8826.755906040486
1968-02-03,8884.134019345393
1968-02-04,8945.103713386434
1968-02-05,9009.664988163611
1968-02-06,9077.81784367692
1968-02-07,9149.562279926362
1968-02-08,9224.898296911939
1968-02-09,9303.825894633648
1968-02-10,9386.345073091492
1968-02-11,9472.455832285472
1968-02-12,9562.158172215582
1968-02-13,9655.452092881827
1968-02-14,9752.337594284207
1968-02-15,9852.81467642272
1968-02-16,9955.81492847782
1968-02-17,10054.927885532219
